Unique_member_identifier,City,StateProv,FSA,PointsTotal,LanguagePreference,gender,age_class
983CD340-632C-4F34-96F2-DEEC021CC1F2,Halifax,NS,B4A,589,English,Male,35-44
A8BFDCDD-091A-462A-83D0-B47B9F35F14E,Flatrock,NL,A1K,1121,English,Female,35-44
B479CED3-F293-455C-86F7-0DCC5138019E,Burnaby,BC,V5C,570,English,Female,55+
026E891E-9934-4D2E-9B1D-4B245F246C57,London,ON,N6C,230,English,Male,14-17
EDD3FDB2-761A-4AEC-9A48-61F92C82BB8D,Brossard,QC,J4Y,570,English,Female,35-44
791189BF-ABEE-4856-B2A3-823D9978731F,Port Moody,BC,V3H,0,English,Female,35-44
506C08EB-72CA-4596-B5FC-ADA26B2A960A,Courtice,ON,L1E,2686,English,Female,25-34
85AE136B-E9DD-4A5C-9FDB-9FDCA793C7DB,North York,ON,M3A,1535,English,Male,55+
881A2BA6-0982-49AA-AE9F-9262D01D04AC,Belleville,ON,K8N,1116,English,Female,25-34
ECDFA4E3-1C1E-45AA-95FA-229CE03045B6,Longueuil,QC,J4L,2499,French,Female,25-34
9D8DE340-2662-49A4-8E29-CCCD8A6413A1,Toronto,ON,M1P,140,English,Female,18-24
ED8E7056-6801-47B8-8A23-3AEBA180E540,Woodbridge,ON,L4H,1404,English,Female,35-44
AE4EE86F-28BB-46F9-A01E-7D96C89E6964,Ottawa,ON,K1S,250,English,Female,18-24
D4E6038B-B5F6-4AFB-A160-28D29F169FF0,Newmarket,ON,L3X,0,English,Female,35-44
53F37689-2217-47E7-AAC5-7883A86DF0CA,Stoney Creek,ON,L8G,6183,English,Male,45-54
9AADBD7A-A5FA-4D0F-A752-A10D1BCF3573,Long Sault,ON,K0C,2990,English,Female,18-24
FA7B5522-1860-4345-9E8A-12B73D24043A,North Battleford,SK,S9A,1068,English,Female,18-24
908E56D7-1AD6-45BD-8145-DA93FA3AA200,Ilderton,ON,N0M,2270,English,Female,35-44
85764616-64A4-4CBC-BF48-43171B98176D,Harmony,NS,B6L,1154,English,Female,35-44
9E55071A-4006-49DC-A181-DB3DF3FEF86C,Ottawa,ON,K1V,560,English,Female,25-34
944901DE-9FBD-4814-ADB1-8ACB2F67506A,Newmarket,ON,L3X,450,English,Female,25-34
D0E704B3-37B3-47DE-A29C-9B4B541637D7,Hamilton,ON,L8K,935,English,Female,35-44
9D7C663C-5928-4FB6-B274-85392448CF46,Toronto,ON,M1T,0,English,Prefer not to answer,25-34
DFF85A73-3B4B-44A4-8969-E3CB6F308210,Bolton,ON,L7E,0,English,Prefer not to answer,25-34
116D820C-DC90-4CFE-8213-EF3E7CEA6583,Hslifax,NS,b3l,715,English,Male,35-44
51E4C312-6ADC-43C4-87E2-838D1B451E23,Etobicoke,ON,M8Y,1328,English,Female,55+
FE82E52F-F044-4E7C-8FC8-44839CFCD5E3,Irricana,AB,T0M,335,English,Male,18-24
B00003A7-640A-4B1F-9300-C63760783781,Toronto,ON,M8V,350,English,Male,55+
90D566F3-67AF-4396-9099-2F1261B643F9,Moncton,NB,E1C,250,English,Male,18-24
8CA25DAB-7B2C-440C-8635-D291C45983BC,Sherwood Park,AB,T8G,550,English,Female,18-24
5B949327-A3FD-485D-9383-52A9D3C470AD,St John,NB,E2J,1091,English,Male,55+
06E6B338-6F3A-4FFA-BA13-0E27745BC71F,Barrie,ON,L4N,1971,English,Female,18-24
EF4E323C-8E5C-4320-AA77-0317EC760277,Vancouver,BC,V6E,540,English,Female,25-34
4447E3DA-A441-4A53-806C-85F594E25520,Etobicoke,ON,M9V,1041,English,Male,55+
A8924829-E781-4FBC-93B0-95084FF75EEB,Montreal,QC,H2S,100,French,Male,25-34
0EC63F15-99E7-4BD7-A74B-D3F176CB85DA,Fredericton,NB,E6C,0,English,Male,18-24
7CE6049B-7C34-44C1-913E-2448B25BB541,Montreal,QC,H3S,1423,English,Male,35-44
EFC15564-72E9-4789-8BC3-EF1EFFD30103,Toronto,ON,M1N,1596,English,Male,18-24
7B1EFE82-034C-47DE-B6F7-E5FE3C83D631,Murillo,ON,P7G,977,English,Female,55+
53C50783-5AB6-4D18-84DA-9ADDA2A9B116,Brampton,ON,L9P,1625,English,Female,18-24
CA10F4C7-3DA7-4E4C-A6CF-6F8D6893268E,Kamloops,BC,V2B,1011,English,Male,18-24
56002982-9EB2-4023-BFA4-BA1CC50E7471,West Vancouver,BC,V7S,1,English,Male,55+
371FE0D7-7926-4609-A1E8-C6DE274283D6,Kemptville,ON,K0G,2552,English,Male,35-44
402FB6F4-BF61-4256-9DA7-5B4963F3A858,Edmonton,AB,T6J,586,English,Female,45-54
E868D487-6303-4F9B-9F8E-964B85DF7E17,Brampton,ON,L5J,1899,English,Female,35-44
285A48FE-6A04-4280-96FB-0BAE70D7750D,North Vancouver,BC,V7L,213,English,Male,55+
683C413E-CF4D-4D44-A5E2-0F793FCA293B,Little Brittian,ON,K0M,486,English,Male,25-34
BF119461-D3A5-449B-894A-47DE56D17133,Vancouver,BC,V6P,1824,English,Male,25-34
BF38F09F-2722-4F84-AE0E-0A0096F4436F,Toronto,ON,M2R,100,English,Female,25-34
3371B475-039A-4134-B6DF-DB9A1315A0E7,Blainville,QC,J7B,0,English,Male,35-44
5ED19199-9F88-4931-9A2A-13D4F5D79139,North York,ON,M2J,155,English,Female,35-44
F09150FC-EEFC-479E-8873-FDB1EF242BBB,Hamilton,ON,L8P,405,English,Male,35-44
EA515751-659E-48AF-9E93-07324B4A1FA2,Oromedonte,ON,L3V,2844,English,Female,35-44
6B518CE8-A1E9-49CE-B712-9F6C254674B9,Brampton,ON,L6Y,0,English,Male,18-24
CC0E2F3F-29B4-4FC4-847F-781F045C613C,Candiac,QC,J5R,0,English,Female,45-54
DE252036-F864-49D2-84CC-1F3CEEB462F7,Vancouver,BC,V6J,450,English,Female,25-34
5C0BFAE7-5C88-4B19-B45B-601151CC54BB,Victoria,BC,V9B,1350,English,Female,25-34
5011DDC6-B6FD-4B34-B286-606E6202AB7A,Pointeclaire,QC,H9R,0,English,Female,55+
18779D2D-F8A0-4C18-A4B9-414B4D02F053,Ilderton,ON,N0M,240,English,Female,25-34
F425FE53-39F5-40BD-ACCA-AB71DC43D1D7,Montreal,QC,H4V,850,English,Female,18-24
B654C279-0BEB-4908-B985-D10FFD385BFA,Sussex Corner,NB,E4E,1769,English,Male,25-34
AC22BDC1-3091-4996-A6D5-7804C9CF6DDF,Halifax,NS,B3P,384,English,Female,35-44
7C44E08D-6238-479F-BF40-D05397EF89A0,Toromto,ON,M6H,233,English,Male,25-34
B27D92E1-262A-44B8-9C49-36EFB6981A9A,Windsor,ON,N9A,0,English,Male,35-44
4047019B-69CF-4783-9A13-833D47E0FA8A,Wellington,NS,B2T,1368,English,Female,35-44
42B0F2DD-9C59-4C36-BAAD-0A0292CDF603,Cloverdale,BC,V3S,520,English,Female,25-34
D66465FB-9A11-41D4-85AE-EEAAC3C16CFD,Surrey,BC,V3W,16238,English,Male,18-24
380034A9-60AB-4871-89F7-E2E0A5EFC39A,Cambridge,ON,N3H,405,English,Female,55+
6B41CAA6-6AF1-4E08-B7CB-5D8942971CB4,Vancouver,BC,V6B,2159,English,Female,25-34
650159A1-227A-43C7-9897-76C38BB132A6,Perth,ON,K7H,1063,English,Female,55+
58FC7FE3-EC90-4B8A-BC3C-3186B7BF73E9,Kinistino,SK,S0J,1317,English,Female,35-44
E05B9F15-130E-430C-B20A-63D6B4793A4D,Stratford,ON,N5A,1802,English,Male,55+
8FC4FDB7-9BDB-4FA5-B593-9E82A60CFFB8,Truro,NS,B2N,8487,English,Male,55+
65BC6B6D-7C83-4AD3-B25A-71036C8B3688,Aurora,ON,L4g,1908,English,Male,14-17
929D525E-766F-47E3-84F7-BCDA47811E00,North Vancouver,BC,V7L,1475,English,Female,45-54
F3EB648D-53E2-440F-8773-5B80A34F2B24,Belleville,ON,K8P,1023,English,Male,18-24
410D1A9E-6A43-4CD5-933C-F21C145B344D,Winfield,BC,V4V,6419,English,Male,45-54
1373310B-F12F-4126-85C7-86B2FBB73906,Halifax,NS,B3M,100,English,Male,25-34
096C4224-478F-43D4-B969-42646ACA1A20,Toronto,ON,M3B,456,English,Male,25-34
FE1C3D59-9065-4C1F-9B24-DFDAA8FABF8C,Winnipeg,MB,R2G,122,English,Female,25-34
F4CB769D-BE50-4C60-9F46-1602923DC7ED,Whitby,ON,L1N,250,English,Female,25-34
588E38FE-FB31-4E52-8C59-0E88FCC5E584,Windsor,ON,N9B,0,English,Male,25-34
5AE777BA-16E0-49C5-8321-41ED1C29BF0F,Waterloo,ON,N2L,750,English,Male,25-34
669DD41D-0936-4649-A46D-2DF63B2721A6,Vancouver,BC,V5X,368,English,Female,35-44
4216A893-AA7C-47A5-B5DF-83BDD0AD33C0,Langley,BC,V3A,1415,English,Male,35-44
B47556D9-0567-4966-BF4B-313A96CF56C2,Oshawa,ON,L1R,0,English,Male,25-34
9776744A-062D-43A0-94ED-8C8E642B1BE4,Gravenhurst,ON,P1P,524,English,Male,25-34
32C33370-DDC8-440E-B2E3-5E02EC557EAB,Edmonton,AB,T6L,478,English,Male,55+
75C06D04-3F33-4C57-887F-2BC51270CFA8,Kippens,NL,A2N,300,English,Male,45-54
9B45CC55-FF9C-4CB6-9161-47DB1FF94531,Markham,ON,L6B,990,English,Male,35-44
8BC2D9A0-7990-4B12-B0BE-642F5F47F6DD,Surrey,BC,V4N,1157,French,Female,25-34
FDC6D06A-CF45-4CB4-A4F9-0B0A361B5EAF,Welland,ON,L3C,0,English,Male,35-44
5CEF556F-D29F-499A-86FF-0A7C19712620,Woodstock,ON,N4S,1484,English,Female,25-34
BD804691-C32C-453F-8B40-71F8139176DB,Red Deer,AB,t4r,1149,English,Male,35-44
5D3AAF32-2699-4685-8297-4966DB8BA9B4,Milton,ON,L9T,420,English,Male,35-44
9AD989F7-6ABC-48C3-8F97-59CAF7BC4D4D,Coquitlam,BC,V3B,2110,English,Female,18-24
B6D0BAC3-96EA-4961-B22D-9090DC633D1F,Angliers,QC,J0Z,0,English,Female,14-17
8110EB20-229F-47B2-A9E7-0FA66296DD3D,Toronto,ON,M9P,431,English,Male,45-54
909362AD-51F3-4CDE-9C5C-25737080DA0C,Petawawa,ON,K8H,250,English,Male,25-34
4EEBCEBE-D9F2-4543-A022-7E8B9CFE0720,Windsor,ON,N9B,7320,English,Male,25-34
E066B295-E82A-4E33-A2D0-38D6D1F92A19,Vancouver,BC,V5K,14261,English,Male,18-24
42ADD2CF-7356-403A-91C6-C6704E316020,Delisle,SK,S0L,275,English,Female,18-24
EFF3DC12-EC9C-460A-86A5-4DE38753B76C,London,ON,N6J,750,English,Female,18-24
E41D389C-686D-426F-A7E1-80475BE0C8F9,Edmonton,AB,T6W,6208,English,Female,25-34
65E5C937-1617-4EFC-8E0F-ABBAC25B403A,Vancouver,BC,V6B,1192,English,Male,35-44
5E8887D3-A46C-4326-BB88-E64ECA634780,Falmouth,NS,B0P,1323,English,Female,35-44
D72AC0D8-8437-4BFD-9582-15512888C070,Dieppe,NB,E1A,1345,English,Female,25-34
AFED996A-F793-4E1C-81EA-6441F2BC500A,Scotland,ON,N0E,3417,English,Female,35-44
AF57E5EE-CEE4-4A63-ACA4-90896413BC74,Ottawa,ON,K1R,421,English,Male,18-24
C9FF678E-564B-4135-B473-812314DD0BB3,Oakville,ON,L6M,1150,English,Male,25-34
E95744A5-7EA4-472D-8CF2-1CCE1637BDE6,Montreal,QC,H4W,2234,English,Female,35-44
3CFF1508-5609-4169-9403-503D26379E84,Stconstant,QC,J5A,300,French,Female,18-24
733AF58B-5020-471F-A8AE-D54A9D37AD27,Toronto,ON,M2H,0,English,Male,25-34
352F3038-1E83-4538-B416-2866770EE799,Vernon,BC,V1H,100,English,Male,25-34
AA2693E5-57A2-4288-BFFB-FEE280169A34,Willow Beach,ON,L0E,824,English,Male,25-34
8F6688E6-0F6F-49EB-BD60-8F6B7BA0ACA9,Lac Du Bonnet,MB,R0E,2190,English,Male,25-34
1FBA0731-F99D-43F3-8854-DC932E73FFB5,Brampton,ON,L6S,197,English,Male,45-54
734ECDD0-EE17-4F57-878B-7ECE14902CAA,Kingston,ON,k7k,425,English,Female,25-34
468B9EBC-C145-4B2E-8B27-02CB6D8F9320,Winnipeg,MB,R3E,986,English,Female,25-34
10DABDA5-16C3-4894-B5BF-4772A51FCB5F,Saintlaurent,QC,H4R,100,English,Female,55+
513467C1-09FE-4318-8A81-EA02B0130D51,Toronto,ON,M5S,1768,English,Male,35-44
1C931B54-33C1-41A6-A21D-54C697F8220A,Edmonton,AB,T6T,29536,English,Male,18-24
1514D7EA-E355-4317-93FE-DB47BAB098E8,Port Alice,BC,V0N,3721,English,Male,25-34
F6789821-B995-47BD-A4EE-C4F52DDAABBA,Baie Verte,NL,A0K,2710,English,Female,18-24
06902662-1CB4-476D-B8D3-9334765DBB72,Melbourne,ON,N0L,1762,English,Female,45-54
191D3BFC-1ECE-46FE-9363-3394A5381E54,Vancouver,BC,V5W,0,English,Male,35-44
1E0E7035-A521-4431-9374-AC5C4D31737F,Surrey,BC,v3n,0,English,Male,18-24
73755223-9156-4250-A274-FF249C65F8A5,Coquitlam,BC,V3K,450,English,Female,25-34
3F0A67DE-75F9-4DE8-8640-B20E678781CE,Lynden,ON,L0R,2433,English,Male,25-34
6E64FBDC-D38E-4A29-8388-2E65F48996D7,Smithers,BC,V0J,244,English,Male,35-44
0BD45146-CA96-49D9-AF20-9A5FA43A7FAA,Cambridge,NS,B0P,2138,English,Female,35-44
1BB0F29E-5375-4DB9-AA19-69F6C99EC259,Springhill,NS,B0M,8360,English,Female,55+
DB120156-B108-4DCB-9CA5-62EAEC20BABE,Doldormeaux,QC,H9B,0,French,Female,45-54
47027F01-C6CB-4F3A-8ECB-A68939142469,Montreal,QC,H3W,1968,English,Male,45-54
F47EC7A1-4DDA-4790-BE37-477401DED749,Kamloops,BC,V2C,3465,English,Male,18-24
5EB30806-6D0E-4853-9859-35E7F3CB0EB6,Montreal,QC,H2G,0,French,Female,25-34
1AD7E21A-1E5D-4C7F-81A2-C186F2709509,Calgary,AB,T3J,500,English,Female,18-24
609F2A5D-DB0F-4E68-BE4B-617491D83B51,Aurora,ON,L4G,745,English,Female,25-34
08AC231E-5164-4B42-9885-51B868F22B68,Saskatoon,SK,S7L,1347,English,Male,18-24
5CDF987E-16C4-4AB5-A49A-B05F73D56B7E,Toronto,ON,M4L,399,English,Male,18-24
05B27AC7-3576-4A1E-9E37-610098057E03,Edmonton,AB,T6X,1554,English,Male,14-17
84ECE05F-6ADB-46F3-A933-F7F8D3AFE91B,Brooks,AB,T1R,250,English,Male,35-44
A9605929-5676-4883-96E5-9E8336D942EC,Metcalfe,ON,K0A,7262,English,Male,25-34
D8DB0F99-4084-4096-992A-10B8DBC49698,Windsor,ON,N8W,250,English,Male,55+
B78040EF-05B5-4C7F-BF1E-AA3DB77EE586,Cambridge,ON,N3C,2427,English,Female,45-54
E203EC3B-326D-4302-A8EA-7736858B6B64,Mirabel,QC,J7N,1944,English,Male,25-34
CB9100E1-F917-403B-9F56-7421A2CF35B1,Bedford,NS,B4A,800,English,Male,25-34
EA9057A9-2600-478F-90AC-86D1597C1E00,Brampton,ON,L6W,625,English,Female,25-34
FD96FE7D-CA39-4A1B-9447-42781A8F5D46,Piedmont,QC,J0R,350,French,Female,55+
87D6BE2B-D08C-4E3D-ADE1-A1C4F2CB15B6,Milton,ON,l9t,1216,English,Female,25-34
8DEAD4DF-DF44-4415-92F0-6FE64FA722D8,Capreol,ON,p0m,27,English,Female,25-34
543B7B8F-5F56-46C4-8834-AE04F1606BD6,Calgary,AB,T3A,0,English,Female,25-34
B34CDB32-F270-48E1-AB52-154C75A22D9B,Edmoton,AB,T6W,1069,English,Female,25-34
4AEFD9BE-FBA7-480B-8CE1-32B8304319C7,Mississauga,ON,L5G,1230,English,Female,55+
EFD1F3E7-BEC5-4CFF-8DBC-5A023022BBAC,London,ON,N6J,7699,English,Female,18-24
3ADFE029-F2F3-4807-890B-77E0C8178F3F,Gatineau,QC,J8Y,3526,French,Male,55+
C73B8F68-59F9-4450-8FDF-614F3D84700A,Montreal,QC,H3K,720,French,Female,18-24
9ACFF2B3-6577-4C30-A0A6-82B0CC6666AD,Toronto,ON,M4B,20227,English,Female,25-34
4B9CA8EC-2BAE-4116-BAE8-CD15F514AAD0,Surrey,BC,V3t,1000,English,Female,18-24
A27F16DE-0178-4382-975D-BEA666672B47,Hamilton,ON,L9A,2210,English,Male,35-44
0D6478DD-4423-4D6B-9847-BFDE2DC662F8,Toronto,ON,M4N,273,English,Female,35-44
C13526E2-3C94-488A-B609-D806BD10CF66,Beaver Bank,NS,B4G,2579,English,Male,45-54
3B840229-D10D-4305-8BD5-0A0682B2FC66,Ottawa,ON,K2J,548,English,Male,14-17
2E2F098E-A60B-4037-8097-6DDBC0ED52F7,Edmonton,AB,T6K,101,English,Female,55+
E0BC91A9-495F-4C90-B655-A9E25F368F5B,Yorkton,SK,S3N,0,English,Female,35-44
C26CE175-F98E-4C83-BC3E-58968F5158EA,Surrey,BC,V3V,2327,English,Male,18-24
0B8443A1-675B-4026-8B8B-6E141563FA9F,Gatineau,QC,J9H,0,French,Male,18-24
E0EA2EB1-454D-4763-BD3C-E3DBAC7D11E0,Ottawa,ON,k2a,477,English,Female,18-24
880D0203-916E-4D95-9026-AE1625F307C8,Chemainus ,BC,V0R,0,English,Male,55+
0DBF5E78-9A79-4137-8ABC-3D448AA962C2,Lively,ON,P3Y,100,English,Female,55+
3FC9ED42-FDE0-422E-88BF-AC8B933C032D,Three Hills,AB,T0M,643,English,Male,25-34
6E8CCE94-CC20-4673-8DAC-C87129830469,Edmonton,AB,T5E,1020,English,Prefer not to answer,35-44
025B8BDE-E20A-40C1-AA7C-A9C288F2F55A,Winnipeg,MB,R2H,350,English,Female,55+
419CD67B-097E-4227-9115-1BE4F9F3740E,Edmonton,AB,T6H,604,English,Male,18-24
14C92C94-0157-4E22-8456-DCA7EE68A888,Vancouver,BC,V6H,620,English,Female,25-34
03E89FA3-EC39-460F-BCCD-4F0D16B59C74,Etobicoke,ON,M9W,868,English,Male,18-24
B2F9094E-6536-4A9C-B361-337AB51D1D82,Vancouver,BC,V6Z,8631,English,Male,25-34
F184E94D-B7BC-4DE6-940C-B834E9832C53,Igleside,ON,K0C,0,English,Prefer not to answer,25-34
BF088FB7-4A79-4606-8F3F-200BA473BDB2,Langley,BC,V3A,1173,English,Female,25-34
387E8BB6-DD25-45DE-BB28-FBF49A053239,Onslow Mountain,NS,B6L,1802,English,Male,55+
EF13E440-C425-40B1-B20D-F3875FF2F909,Calgary,AB,T2H,2063,English,Female,35-44
34C4BB91-7DC0-4BB3-B317-E8A6EC619BA7,Barrie,ON,L4N,1184,English,Female,35-44
227A5F4D-3FB1-4241-AFC4-1DA8AFA73E9F,Winnipeg,MB,R3T,1746,English,Female,25-34
CE907451-CDD6-4A2E-BAD7-81748F87AC50,Kemptville,ON,K0G,834,English,Male,18-24
EE24C2E7-3BDC-4FEB-BA89-5015034E60F5,Ottawa,ON,K1J,250,English,Male,35-44
F0C09DA3-1626-481E-83BB-D998D2BC4BDC,Woodbridge,ON,L4H,826,English,Female,35-44
E41F7397-D2A1-44E7-B936-5B27F0E7B9D4,Stwalburg,SK,S0M,807,English,Female,25-34
997029B2-0925-4F5E-85C9-A8632AC1CFCF,Victoria,BC,V8N,820,English,Male,18-24
3D74AE76-93D6-4214-928D-B60A60935154,Bancroft,ON,K0L,708,English,Male,18-24
C842AC15-1C20-413B-82A2-1FBAD306498E,Fall River,NS,B2T,1117,English,Female,35-44
00D52811-9256-4232-A41D-A815C9992896,Stalbert,AB,T8N,732,English,Male,35-44
EF633748-00EF-4E6F-A888-5E1FC0CA921F,Regina,SK,S4V,1473,English,Female,25-34
97EFEBDD-5C95-4D6F-89E0-88729EB7D54F,Calgary,AB,T3H,0,English,Male,55+
0C80BAFB-4A7E-4A57-84DC-832E2EC38EE5,Kelowna,BC,V1Y,862,English,Male,55+
72920360-6C73-4A09-B295-917E6FA4D2E5,Montreal,QC,H3N,2933,English,Male,35-44
F71E94AC-35E8-4BBF-8390-00AD5AACE9BE,Mississauga,ON,L5R,0,English,Male,25-34
1FC7BD7C-CB06-4C60-BF0C-F168FBE5A405,Verdun,QC,H4H,0,English,Male,35-44
FABBADB6-2E7F-4C1F-92F2-C0538BA20D20,Kitchener,ON,n2c,5187,English,Male,35-44
475B9CE9-9F55-4926-AB21-BD05D3715F04,Victoria,BC,V8Z,450,English,Female,55+
28B1D8B2-D95A-43B9-8696-EFD41511606C,Gatineau,QC,J8L,5,French,Female,14-17
C660AD20-33F6-4CAA-A0B1-CCB9C7E06A5F,Burnaby,BC,V3N,0,English,Male,45-54
04CE0F55-D480-4E63-95CC-FD139BD5E4A2,Halifax,NS,B3P,184,English,Female,35-44
C627DB58-5D1E-46D2-8401-E877CB8B70CF,Calgary,AB,T3H,1378,English,Prefer not to answer,55+
4F2B71D6-0B69-4BED-81D7-BD622E8DDDD9,Mississauga,ON,L5N,0,English,Female,35-44
CB23C783-4AEE-4964-85C5-F06EA428AA1A,Coquitlam,BC,V3C,1050,English,Male,45-54
0B46C52B-5673-4317-B506-2F45235D7ACA,Kamloops,BC,V1S,2274,English,Female,18-24
058BF977-1463-4CC2-8A55-D00E50BF1730,Brampton,ON,L6X,860,English,Male,25-34
E206EB80-57E9-4BE5-9811-9FF4D8F4C6F3,Toronto,ON,M1G,0,English,Male,55+
AEBA4A9F-FFE1-409E-8C85-B7E7A314A509,Montreal,QC,H2M,1170,French,Male,25-34
3B05897D-A9BF-47F3-AA0B-911A9F5CA761,Montreal,QC,H1M,495,French,Male,35-44
6CDC9C90-5ADA-4AD7-8601-E43D939289B5,Vancouver,BC,V5Z,750,English,Male,55+
36869C53-EC25-4B26-BE8E-24A4213088BB,Burlington,ON,L7L,5388,English,Female,35-44
C9FDE124-FB54-425C-97CD-82E32ACE10A4,North York,ON,M2N,10834,English,Female,35-44
B5EF511D-14F0-43FB-A2E6-A1FB726119DA,Calgary,AB,T3A,1450,English,Female,18-24
3975D8CD-F655-4677-8A89-471DDC405CAC,Toronto,ON,M3H,350,English,Female,55+
3AD95BE1-744E-40C8-8847-8FA9BFF365CF,Toronto,ON,M6N,359,English,Male,35-44
46D73670-E91F-4AAF-A8B4-786AE7B5A95C,Nobleton,ON,L7B,363,English,Male,35-44
1D247EF2-58C8-4D2D-9D71-04D274A05935,Sudbury,ON,P3A,0,English,Female,55+
094368F8-8AC0-4B2F-A77D-75E8D6598A3C,Kitchener,ON,N2M,4315,English,Female,25-34
8F13F7EE-9049-4C47-BF08-122325A48029,Brampton,ON,L6S,1102,English,Female,45-54
CC327B1F-DCEF-45F7-88F7-65C5F5C956DD,Winnipeg,MB,R3C,988,English,Male,25-34
2B9522D3-2233-43CD-8A23-3B1D6BE7D978,Toronto,ON,M8W,1850,English,Female,18-24
DE4846D2-87CC-44D0-95D1-EBE71CB24921,Toronto,ON,M6N,327,English,Female,55+
DBDF57E0-787C-410E-8143-AFFF0F534C05,Québec,QC,G2K,2967,French,Female,25-34
9F5DCF9B-8136-47F0-83F5-1CB1C5E72E92,Abbotsford,BC,V2T,846,English,Female,35-44
AFF1A30F-851C-4C95-906E-A45029018103,Mascouche,QC,J7K,350,French,Male,18-24
8E621103-CCFB-481A-A2AB-5ACDCF6A1BCA,Edmonton,AB,T5L,3988,English,Female,18-24
D5D937AD-4BF0-4B00-8B88-38A7EBA2CC20,Ottawa,ON,K2L,2295,English,Female,25-34
222386DB-C1B6-416E-8527-6FFDE40EF1E3,Amherst,NS,B4H,1092,English,Female,14-17
A581FA41-838F-4D38-A686-372257C8D683,Vancouver,BC,V5M,114,English,Male,18-24
22314E93-0723-4FD4-B0B4-01B7EB9CB702,Mississauga,ON,L5N,170,English,Female,55+
39512292-E743-4C5C-8226-FBB7416DD67A,Abbotsford,BC,V2t,0,English,Female,35-44
76F80344-5D79-4769-8127-CC65035E59B7,Collingwood,ON,L9Y,264,English,Male,14-17
35FF5958-4D27-4CA2-8DB9-5098C917FCCA,Coalhurst,AB,T0L,2391,English,Male,25-34
3FC9A8BC-C84F-4411-A6ED-4C4DE5BC5C35,St Stephen,NB,E3L,1366,English,Female,25-34
FE3E28C1-08F8-4C23-BA3D-FF6170857093,Edmonton,AB,T6X,1865,English,Female,35-44
759C3AE8-B9CD-4B03-A0E6-849582756C84,Vaughan,ON,L6A,2528,English,Female,25-34
7AB727D1-BDE5-48A1-B2BC-7E8C785602D4,Harrison Hot Springs,BC,V0M,564,English,Male,55+
C0CFB460-C646-4599-9191-BDE7AD2F61B2,Prince Rupert,BC,V8J,1275,English,Female,18-24
05DD126E-1DC3-4C4F-97FF-2BF13931FBB5,Red Deer,AB,T4N,1404,English,Female,55+
CC49126F-296D-47F2-85F5-E03097A171ED,Gatineau,QC,J9A,0,English,Female,25-34
1DFA9618-311B-46C1-8A33-98FDD1D40F5A,Montreal,QC,H3M,504,English,Female,45-54
1453BD01-4C41-4C53-9F9E-8EEE9B105F18,Wpg,MB,R2P,0,English,Male,25-34
299B09DF-534D-4E00-8764-1D1F54149A83,Toronto,ON,M4J,0,English,Female,35-44
74017831-3A28-4314-BE98-2234958799B1,Red Deer,AB,T4N,1493,English,Female,55+
EE576FE9-1EF7-4371-90C7-724FBE98759F,Regina,SK,S4v,300,English,Female,55+
DC0C486E-42FB-4104-A5F8-96C11C4A042E,Mississauga,ON,L5B,438,English,Male,35-44
01A7BB0D-D933-465B-9CD3-54B746BFFC73,Brampton,ON,L6X,731,English,Female,35-44
D0DEE815-CAA1-4BCD-84CE-2D17ED5FB6AB,Kamloops,BC,V2E,1905,English,Female,25-34
7B6C7B35-F305-4832-B08C-B0B51223BE7C,Calgary,AB,T3A,100,English,Female,55+
5DEB6AA3-D015-4218-9DB3-2BFAE9D27218,Toronto,ON,M1J,6556,English,Male,25-34
17A15BD6-365C-46CC-BD9A-4BDF07E85833,Airdrie,AB,T4B,1893,English,Male,35-44
F78A8BD2-0508-4C7D-8812-E475AB6AE43D,Québec,QC,G2E,625,French,Male,55+
68E4BFBE-06BF-4C24-8314-C78DC50925FA,Sydney,NS,B1N,818,English,Male,45-54
FA59347B-EBDB-4ECF-B1A0-709284F0F029,Langley,BC,V2Y,845,English,Male,35-44
2BB32498-6634-40B5-9015-5BB1E992DF8B,Laval,QC,H7M,178,English,Male,25-34
44D3AE6C-EC40-4453-9B33-1FF9A3055114,Winnipeg,MB,R2K,250,English,Male,45-54
4A81A3DA-BEB5-4D2F-9A35-8A6E33336C4B,Markham,ON,L6E,420,English,Female,25-34
FDA15B1E-ACBB-47C3-AED0-F56BCD476800,Winnipeg,MB,R3X,770,English,Female,25-34
F89AACD6-9C78-47C5-8AB5-A2CE420887BA,Halifax,NS,B3H,0,English,Female,25-34
84506AD9-8371-4455-8B25-C08F33DB8432,Coquitlam,BC,V3E,0,English,Male,45-54
A758AD39-0C85-493C-9574-3C7D0D6CB20D,Scarborough,ON,m1k,5731,English,Male,25-34
1AC61D4D-8092-4252-8E1B-28C852B2604D,Upper Island Cove,NL,A0A,2583,English,Male,18-24
04C4A6D0-2D48-452E-B94B-40BBCB703955,Toronto,ON,M4Y,1003,English,Female,18-24
B01F8C8E-43CF-42DC-92EE-CF0AE29FFA17,North York,ON,M6L,0,English,Female,25-34
60735021-41FD-4E43-AD7F-76454DB145BD,Red Deer,AB,T4R,1145,English,Female,35-44
6259A577-DE3E-49BF-8348-59A9A888FAE1,Oshawa,ON,L1K,2361,English,Female,25-34
A2C87438-2E6D-49FD-B900-6CFB67944C9B,Waterloo,ON,N2V,644,English,Male,14-17
